FIPS,City,Year,Population,Primary Point
1913755,Clarksville,April 01 1990,1382,POINT (-92.6680076 42.7799869)
1961905,Paullina,July 01 1997,1103,POINT (-95.6840248 42.9796318)
1965055,Pulaski,July 01 2008,268,POINT (-92.2737906 40.6928807)
1909145,Buck Grove,July 01 1994,65,POINT (-95.3951051 41.9178251)
1976755,Swea City,July 01 2016,518,POINT (-94.3109198 43.3832998)
1956460,New Sharon,July 01 2003,1272,POINT (-92.6509239 41.4701036)
1909145,Buck Grove,July 01 2002,49,POINT (-95.3951051 41.9178251)
1912900,Charter Oak,April 01 2010,502,POINT (-95.5891719 42.0682534)
1950430,Maurice,July 01 2016,274,POINT (-96.1827384 42.9660542)
1965595,Randall,July 01 2003,144,POINT (-93.602632 42.2371232)
1906175,Bertram,July 01 2002,269,POINT (-91.5376397 41.9511334)
1939585,Jesup,July 01 2006,2355,POINT (-92.0659027 42.4744701)
1919945,Denison,July 01 2015,8311,POINT (-95.3528292 42.0159708)
1929190,Fremont,July 01 2009,673,POINT (-92.4342399 41.2125273)
1910135,Camanche,July 01 2013,4401,POINT (-90.2766777 41.7927587)
1963570,Pleasanton,July 01 2018,44,POINT (-93.7430081 40.5824833)
1957720,Norway,July 01 2007,600,POINT (-91.9226667 41.9022211)
1955110,Muscatine,July 01 2012,23820,POINT (-91.0680884 41.4194742)
1954930,Moville,July 01 2009,1497,POINT (-96.0679063 42.4894254)
1902755,Arion,July 01 1992,148,POINT (-95.4623218 41.9481606)
1934455,Hardy,July 01 1993,41,POINT (-94.0511447 42.8101495)
1944400,Le Mars,April 01 1990,8454,POINT (-96.1742476 42.7809352)
1916140,Coppock,July 01 2012,47,POINT (-91.7150539 41.163535)
1938010,Ida Grove,July 01 1997,2303,POINT (-95.4731796 42.343883)
1984540,Westphalia,July 01 2016,121,POINT (-95.3936653 41.7192516)
1932970,Greenville,July 01 2004,88,POINT (-95.1461167 43.0169781)
1908470,Brighton,April 01 2010,652,POINT (-91.8212009 41.1746979)
1941655,Klemme,July 01 2018,470,POINT (-93.6013217 43.0097729)
1969330,Ruthven,July 01 2012,715,POINT (-94.8984503 43.1300915)
1900370,Adair,July 01 2003,798,POINT (-94.6434132 41.5003898)
1984585,West Point,July 01 1999,1221,POINT (-91.4522808 40.7149629)
1907345,Bonaparte,April 01 2000,458,POINT (-91.8005215 40.7011739)
1947955,Macedonia,July 01 2005,315,POINT (-95.426772 41.1919281)
1925005,Ellston,April 01 2000,57,POINT (-94.1087541 40.8404932)
1947505,Luzerne,April 01 2010,96,POINT (-92.1802573 41.9057019)
1918075,Dakota City,July 01 2005,835,POINT (-94.1976919 42.7229033)
1922800,Dundee,July 01 2007,170,POINT (-91.5461458 42.5798507)
1964560,Prescott,July 01 2005,253,POINT (-94.6129796 41.0238035)
1915195,Collins,April 01 1990,455,POINT (-93.3082881 41.9019614)
1949305,Marble Rock,July 01 2017,292,POINT (-92.8683374 42.9647201)
1953310,Monona,July 01 2002,1495,POINT (-91.3912037 43.0512734)
1953760,Montrose,July 01 2006,934,POINT (-91.4165412 40.526117)
1950610,Maynard,July 01 2007,440,POINT (-91.8774931 42.7739217)
1940665,Kensett,July 01 2019,256,POINT (-93.2106319 43.3534357)
1954795,Mount Union,July 01 1999,164,POINT (-91.3908331 41.0576119)
1965820,Raymond,July 01 2005,634,POINT (-92.2295794 42.4693809)
1918255,Dallas Center,July 01 2002,1671,POINT (-93.9816407 41.6854114)
1961320,Panora,July 01 1998,1194,POINT (-94.3637004 41.6910202)
1945975,Livermore,July 01 2017,363,POINT (-94.1840413 42.8680302)
1950430,Maurice,July 01 2009,258,POINT (-96.1827384 42.9660542)
1908560,Bristow,July 01 2009,160,POINT (-92.9079267 42.7738236)
1932475,Granville,July 01 1995,263,POINT (-95.8748315 42.9852282)
1946245,Lohrville,July 01 2005,364,POINT (-94.5515983 42.2671725)
1973425,Sioux Rapids,July 01 2015,775,POINT (-95.1487935 42.891608)
1984450,West Okoboji,July 01 2009,401,POINT (-95.163113 43.348994)
1960240,Oto,July 01 2018,103,POINT (-95.8945487 42.2820807)
1974775,St. Donatus,July 01 2015,132,POINT (-91.4457379 42.0529659)
1929955,Garner,July 01 1992,2982,POINT (-93.6032978 43.0995359)
1974775,Springville,July 01 2009,1018,POINT (-91.4457379 42.0529659)
1958395,Oakville,July 01 2015,169,POINT (-91.0436173 41.0981152)
1972975,Sibley,July 01 1997,2819,POINT (-95.7437957 43.401265)
1940935,Keosauqua,July 01 2006,1058,POINT (-91.9605345 40.7346892)
1979500,Underwood,July 01 2007,837,POINT (-95.6820111 41.3807698)
1905680,Belmond,July 01 2006,2357,POINT (-93.6084501 42.8465738)
1974685,Spring Hill,July 01 1995,91,POINT (-93.6498879 41.4121875)
1978330,Titonka,July 01 1995,602,POINT (-94.0413989 43.2371658)
1902125,Andrew,July 01 2005,448,POINT (-90.5919309 42.153216)
1905185,Beaver,July 01 2011,48,POINT (-94.139911 42.0382078)
1974415,Spirit Lake,July 01 2019,5155,POINT (-95.1108029 43.4177008)
1906805,Blairstown,July 01 2013,675,POINT (-92.0823291 41.9062103)
1949260,Marathon,July 01 2014,238,POINT (-94.9828656 42.8601931)
1986970,Woodward,July 01 2016,1452,POINT (-93.9208014 41.8522961)
1922395,Dubuque,July 01 1997,57356,POINT (-90.7066112 42.5006649)
1933060,Grimes,July 01 2016,11906,POINT (-93.7945972 41.6775439)
1982740,Waukon,July 01 1993,4530,POINT (-91.4781367 43.2683975)
1926850,Farmersburg,July 01 1993,290,POINT (-91.3670694 42.9588667)
1937560,Humboldt,July 01 2011,4671,POINT (-94.2245141 42.7231707)
1947280,Luther,July 01 2012,121,POINT (-93.8200542 41.9669307)
1946830,Lovilia,July 01 2006,535,POINT (-92.9081459 41.1349356)
1910585,Carbon,July 01 1992,56,POINT (-94.8240034 41.0496609)
1972840,Shueyville,July 01 2002,361,POINT (-91.6521789 41.8465835)
1974775,St. Olaf,July 01 1996,119,POINT (-91.4457379 42.0529659)
1955200,Mystic,July 01 2007,582,POINT (-92.9446124 40.7791816)
1919675,Delhi,July 01 2019,469,POINT (-91.3305383 42.4302416)
1971760,Seymour,July 01 2011,692,POINT (-93.1211905 40.6824151)
1906850,Blakesburg,July 01 1993,300,POINT (-92.6348019 40.9619732)
1913350,Churdan,July 01 2012,377,POINT (-94.4786263 42.1538724)
1915420,Columbus Junction,July 01 2004,1867,POINT (-91.3650803 41.2787342)
1924600,Eldridge,April 01 2000,4159,POINT (-90.5805427 41.6393994)
1963750,Pleasantville,April 01 2010,1694,POINT (-93.272777 41.3864748)
1918435,Danville,July 01 2012,928,POINT (-91.3145579 40.8600374)
1904780,Bassett,July 01 2014,66,POINT (-92.5157252 43.0620062)
1928920,Fraser,July 01 2019,103,POINT (-93.9734887 42.1250435)
1902755,Arion,July 01 2006,113,POINT (-95.4623218 41.9481606)
1959070,Ollie,April 01 2010,215,POINT (-92.0923057 41.1991478)
1949305,Marble Rock,July 01 1999,328,POINT (-92.8683374 42.9647201)
1957720,Norway,July 01 1996,611,POINT (-91.9226667 41.9022211)
1939765,Johnston,July 01 1996,6399,POINT (-93.7172578 41.6856012)
1916500,Corning,July 01 2006,1633,POINT (-94.7395154 40.9929182)
1907210,Bode,April 01 1990,335,POINT (-94.2862417 42.868027)
1927210,Fenton,July 01 1998,329,POINT (-94.4279672 43.2181569)
1987690,Zwingle,July 01 1994,87,POINT (-90.6874539 42.2971718)
1962850,Pilot Mound,July 01 2017,170,POINT (-94.0183302 42.1592616)
1932295,Grant,July 01 2015,85,POINT (-94.9850119 41.1427142)
1952545,Minburn,July 01 2014,375,POINT (-94.0285158 41.7575518)
1904825,Batavia,July 01 2017,552,POINT (-92.1673927 40.9951023)
1933465,Guttenberg,July 01 2001,1967,POINT (-91.1059046 42.7887133)
1914475,Clio,July 01 2014,80,POINT (-93.4513925 40.6359742)
1972210,Sheffield,July 01 2003,935,POINT (-93.208697 42.8928802)
1940845,Keokuk,July 01 1999,12495,POINT (-91.403029 40.4095595)
1976620,Swaledale,July 01 1991,460,POINT (-93.3154698 42.9765243)
1911035,Carpenter,July 01 2009,129,POINT (-93.0172679 43.414988)
1932745,Greene,July 01 1992,1138,POINT (-92.8043393 42.8969089)
1956280,New Liberty,July 01 2001,125,POINT (-90.8779898 41.7159641)
1982740,Waukon,July 01 2007,3889,POINT (-91.4781367 43.2683975)
1934590,Harpers Ferry,July 01 1991,283,POINT (-91.1520093 43.2009123)
1924825,Elkport,July 01 2014,34,POINT (-91.2749402 42.7415739)
1904420,Bancroft,July 01 2012,726,POINT (-94.2175386 43.292755)
1964470,Prairie City,July 01 2002,1358,POINT (-93.2391586 41.5952729)
1961815,Paton,April 01 2010,236,POINT (-94.2550567 42.1642219)
1944130,Ledyard,July 01 2008,128,POINT (-94.1585893 43.4205973)
1902620,Aredale,July 01 1996,89,POINT (-93.0053681 42.8331955)
1904825,Batavia,July 01 1991,543,POINT (-92.1673927 40.9951023)
1937470,Hudson,April 01 1990,2037,POINT (-92.4519085 42.4320012)
1908470,Brighton,July 01 1998,683,POINT (-91.8212009 41.1746979)
1901990,Anamosa,April 01 1990,5100,POINT (-91.2757691 42.109152)
1914970,Coin,July 01 2005,207,POINT (-95.2348731 40.6560633)
1974775,St. Marys,July 01 1999,108,POINT (-91.4457379 42.0529659)
1973110,Sigourney,July 01 2016,2005,POINT (-92.2045421 41.3340975)
1977745,Thompson,July 01 2006,546,POINT (-93.7746954 43.3697498)
1965595,Randall,July 01 1999,143,POINT (-93.602632 42.2371232)
1933285,Guernsey,July 01 2015,62,POINT (-92.3430868 41.6491514)
1967440,Riverside,July 01 2001,944,POINT (-91.536553 41.4981029)
1961050,Palmer,July 01 2011,163,POINT (-94.5984729 42.6298621)
1909100,Buckeye,July 01 2018,109,POINT (-93.3758285 42.419473)
1973605,Sloan,July 01 2005,1009,POINT (-96.2257127 42.2324178)
1949845,Martelle,July 01 1999,293,POINT (-91.3577596 42.0204466)
1957720,Norway,July 01 1994,597,POINT (-91.9226667 41.9022211)
1908290,Breda,July 01 2004,452,POINT (-94.9750461 42.183967)
1975990,Stuart,July 01 1996,1548,POINT (-94.3186774 41.5002688)
1922890,Dunlap,July 01 1996,1298,POINT (-95.6005625 41.8526254)
1971760,Seymour,July 01 1991,863,POINT (-93.1211905 40.6824151)
1932070,Grand River,July 01 1992,169,POINT (-93.9633868 40.8189407)
1978285,Tipton,July 01 1992,3049,POINT (-91.1283723 41.7697904)
1952230,Millersburg,July 01 2011,147,POINT (-92.1591639 41.5731722)
1911215,Carter Lake,July 01 2012,3779,POINT (-95.9169331 41.2884608)
1904960,Bayard,July 01 2005,510,POINT (-94.5577535 41.8519564)
1979410,Udell,April 01 2000,58,POINT (-92.7426983 40.7801811)
1943275,Lansing,July 01 2002,972,POINT (-91.2258567 43.3606897)
1931035,Gladbrook,July 01 2006,1010,POINT (-92.7150959 42.1860667)
1985845,Williamsburg,July 01 2008,2790,POINT (-92.0098017 41.6679743)
1987240,Wyoming,July 01 2003,573,POINT (-91.0051028 42.0597168)
1953265,Monmouth,July 01 2007,176,POINT (-90.8821601 42.0751031)
1916860,Council Bluffs,April 01 1990,54315,POINT (-95.8520558 41.2368193)
1902620,Aredale,July 01 2011,74,POINT (-93.0053681 42.8331955)
1964605,Preston,April 01 2000,949,POINT (-90.3973609 42.0490456)
1901990,Anamosa,July 01 2008,5749,POINT (-91.2757691 42.109152)
1907075,Blue Grass,July 01 1996,1226,POINT (-90.7648763 41.5095767)
1956100,New Hampton,July 01 2002,3585,POINT (-92.3163583 43.0571675)
1908200,Brayton,July 01 2013,121,POINT (-94.9303482 41.5448041)
1916545,Correctionville,July 01 1999,932,POINT (-95.7830202 42.4771854)
1968475,Roland,July 01 2008,1327,POINT (-93.5028373 42.1660381)
1964020,Polk City,July 01 2007,3106,POINT (-93.7130589 41.7769994)
1960780,Oyens,July 01 2009,115,POINT (-96.0582383 42.8199469)
1919180,Dayton,July 01 2008,820,POINT (-94.0711394 42.262259)
1933645,Halbur,July 01 1998,252,POINT (-94.972048 42.0051243)
1963615,Pleasant Plain,July 01 1994,134,POINT (-91.8596295 41.1472162)
1956370,New Market,July 01 2012,414,POINT (-94.9004948 40.7323633)
1981615,Wahpeton,July 01 2019,345,POINT (-95.1744377 43.3741639)
1959745,Osage,July 01 2011,3618,POINT (-92.8114161 43.2826461)
1984835,Westwood,July 01 2019,110,POINT (-91.6266238 40.9647732)
1944535,Leon,July 01 2009,1834,POINT (-93.7545236 40.7407471)
1925365,Ely,July 01 2018,2302,POINT (-91.5850379 41.8753461)
1948180,Macksburg,July 01 2004,143,POINT (-94.1850673 41.2146954)
1942285,Lacona,July 01 2006,353,POINT (-93.3849697 41.1899087)
1911395,Casey,July 01 2014,405,POINT (-94.5212707 41.5074602)
1945480,Linn Grove,July 01 1997,200,POINT (-95.242346 42.8928146)
1965910,Readlyn,July 01 1996,783,POINT (-92.225022 42.7037692)
1981210,Vinton,July 01 2007,5099,POINT (-92.0260813 42.1638951)
1978285,Tipton,April 01 2010,3221,POINT (-91.1283723 41.7697904)
1911485,Castalia,July 01 1994,178,POINT (-91.6769622 43.1128048)
1936345,Hills,July 01 1996,670,POINT (-91.53393 41.555697)
1965730,Rathbun,July 01 2008,84,POINT (-92.8871405 40.8016943)
1981075,Vincent,July 01 1995,177,POINT (-94.018863 42.5918299)
1982380,Washta,July 01 2014,238,POINT (-95.7201752 42.5756045)
1901540,Alta Vista,July 01 2004,270,POINT (-92.4170267 43.1967709)
1911755,Cedar Falls,July 01 2007,37450,POINT (-92.4532603 42.5196928)
1907030,Bloomfield,July 01 2011,2633,POINT (-92.4173637 40.7487671)
1911080,Carroll,July 01 2006,9904,POINT (-94.8646894 42.0697353)
1944580,Le Roy,July 01 2011,15,POINT (-93.5924703 40.8783629)
1932610,Greeley,July 01 2013,251,POINT (-91.341545 42.5850578)
1928020,Floyd,July 01 2009,333,POINT (-92.7402544 43.1282005)
1937200,Hornick,July 01 2009,240,POINT (-96.0970575 42.2304643)
1978195,Tingley,July 01 2015,176,POINT (-94.195803 40.852747)
1930900,Gilman,July 01 2008,560,POINT (-92.7881403 41.878809)
1935715,Henderson,July 01 1999,206,POINT (-95.4309742 41.1399871)
1959475,Orange City,July 01 1998,5572,POINT (-96.0565364 43.0019143)
1956370,New Market,July 01 2006,408,POINT (-94.9004948 40.7323633)
1925860,Estherville,July 01 1992,6797,POINT (-94.8343632 43.3998352)
1921000,Des Moines,July 01 2007,195701,POINT (-93.6104316 41.5725032)
1952275,Millerton,July 01 1995,43,POINT (-93.3057058 40.8493458)
1943905,Lawton,July 01 2014,953,POINT (-96.1851089 42.4769168)
1952455,Milo,July 01 1993,861,POINT (-93.4393691 41.2887201)
1960555,Owasa,July 01 2019,42,POINT (-93.2049961 42.4316875)
1924375,Elberon,July 01 1994,204,POINT (-92.3161149 42.0054947)
1958170,Oakland Acres,July 01 1992,151,POINT (-92.821163 41.7204392)
1945390,Linden,July 01 2004,254,POINT (-94.2699847 41.6427085)
1903970,Avoca,July 01 1991,1508,POINT (-95.3373168 41.4828711)
1973515,Slater,July 01 1999,1245,POINT (-93.686299 41.8792234)
1959745,Osage,July 01 2019,3555,POINT (-92.8114161 43.2826461)
1925860,Estherville,July 01 2017,5794,POINT (-94.8343632 43.3998352)
1916590,Corwith,July 01 1999,318,POINT (-93.9580791 42.9890004)
1923115,Dyersville,April 01 1990,3696,POINT (-91.1174613 42.4817273)
1986070,Wilton,July 01 2015,2839,POINT (-91.0269994 41.5898612)
1960015,Osterdock,July 01 1997,50,POINT (-91.1578336 42.7313862)
1906805,Blairstown,July 01 2019,659,POINT (-92.0823291 41.9062103)
1922620,Dumont,July 01 1992,699,POINT (-92.9735076 42.7521928)
1934995,Hastings,July 01 2014,147,POINT (-95.4948278 41.0250884)
1922980,Durant,July 01 1999,1617,POINT (-90.9119451 41.6014845)
1973110,Sigourney,July 01 2011,2045,POINT (-92.2045421 41.3340975)
1951150,Meriden,July 01 2004,177,POINT (-95.6340769 42.7945167)
1937425,Hubbard,April 01 1990,814,POINT (-93.3013025 42.3061102)
1913080,Cherokee,July 01 2005,4934,POINT (-95.5525761 42.7508555)
1914970,Coin,July 01 2012,189,POINT (-95.2348731 40.6560633)
1973875,Solon,July 01 1999,1128,POINT (-91.4975934 41.8063316)
1944085,Le Claire,April 01 2000,2847,POINT (-90.3686825 41.5963271)
1965550,Randalia,July 01 2015,62,POINT (-91.8864465 42.8635957)
1924690,Elkader,July 01 2001,1463,POINT (-91.4023462 42.8571273)
1916815,Coulter,July 01 2019,263,POINT (-93.3700471 42.73312)
1971625,Sergeant Bluff,July 01 2004,3732,POINT (-96.3555039 42.4003181)
1909820,Calamus,July 01 2016,415,POINT (-90.7600146 41.8264945)
1983415,Wesley,July 01 1993,448,POINT (-93.9936857 43.0886724)
1961365,Panorama Park,July 01 2012,132,POINT (-90.4536976 41.5556125)
1981705,Walcott,July 01 1996,1432,POINT (-90.771914 41.5865454)
1915015,Colesburg,July 01 2015,392,POINT (-91.2010037 42.6387958)
1978510,Toledo,July 01 2001,2521,POINT (-92.5803168 41.9902131)
1975630,Storm Lake,July 01 2017,10596,POINT (-95.1970008 42.6431467)
1908875,Brunsville,July 01 1996,152,POINT (-96.2667032 42.8109608)
1913575,Clarinda,July 01 2014,5412,POINT (-95.0340039 40.7380114)
1929775,Garden Grove,April 01 2000,250,POINT (-93.6071931 40.8265786)
1907840,Boyden,July 01 1997,674,POINT (-96.0030629 43.1889502)
1931665,Goose Lake,July 01 2015,229,POINT (-90.3817617 41.9678833)
1917850,Cumming,July 01 1997,156,POINT (-93.759951 41.4875287)
1903520,Atlantic,July 01 1991,7489,POINT (-95.0138852 41.3956577)
1924465,Eldora,July 01 2011,2715,POINT (-93.1012867 42.3605951)
1926760,Farley,July 01 2005,1396,POINT (-91.0091147 42.4437548)
1975855,Strawberry Point,July 01 1993,1346,POINT (-91.5349572 42.6803391)
1923475,Early,April 01 1990,649,POINT (-95.1523842 42.4614169)
1968385,Rodney,July 01 2011,60,POINT (-95.9507042 42.2047575)
1948540,Malcom,July 01 1994,440,POINT (-92.5574629 41.7075959)
1956370,New Market,July 01 1998,486,POINT (-94.9004948 40.7323633)
1907075,Blue Grass,July 01 2014,1618,POINT (-90.7648763 41.5095767)
1932520,Gravity,April 01 1990,218,POINT (-94.7435014 40.7601646)
1932565,Gray,July 01 2005,77,POINT (-94.985948 41.8418311)
1956595,New Virginia,July 01 1997,437,POINT (-93.7310405 41.1816162)
1937920,Huxley,July 01 1994,2095,POINT (-93.5913007 41.8960875)
1916950,Craig,April 01 2010,89,POINT (-96.3095738 42.8955639)
1968070,Rockford,July 01 2018,828,POINT (-92.9477776 43.0524158)
1981570,Wadena,July 01 2014,251,POINT (-91.6594004 42.8397808)
1954030,Morley,April 01 2010,115,POINT (-91.245872 42.006028)
1932115,Grandview,July 01 2018,533,POINT (-91.1882749 41.2772257)
1904645,Barnum,July 01 2008,191,POINT (-94.365698 42.5062002)
1911170,Carson,July 01 2006,702,POINT (-95.418543 41.2359227)
1956055,Newhall,July 01 1995,1059,POINT (-91.9673411 41.9933287)
1963210,Plainfield,April 01 1990,455,POINT (-92.5358996 42.8445249)
1901855,Ames,July 01 1995,47453,POINT (-93.627573 42.0261266)
1960105,Otho,July 01 2004,540,POINT (-94.1493376 42.4222294)
1983370,Welton,July 01 2017,154,POINT (-90.5960951 41.9076799)
1937155,Hopkinton,April 01 2010,628,POINT (-91.248661 42.3431218)
1968205,Rock Valley,July 01 2013,3648,POINT (-96.2915964 43.2044873)
1923430,Earlville,July 01 1995,888,POINT (-91.2701068 42.4827545)
1935670,Hedrick,July 01 2007,803,POINT (-92.3079494 41.1711634)
1959520,Orchard,July 01 1991,93,POINT (-92.7753132 43.2273862)
1955110,Muscatine,April 01 1990,22881,POINT (-91.0680884 41.4194742)
1914880,Coburg,July 01 2019,39,POINT (-95.2655524 40.9187888)
1926985,Farragut,July 01 2006,464,POINT (-95.4806851 40.7200068)
1914115,Cleghorn,April 01 2010,240,POINT (-95.7126506 42.812537)
1949215,Maquoketa,July 01 2013,6110,POINT (-90.6650882 42.0598994)
1956865,Nodaway,July 01 2011,113,POINT (-94.8953832 40.9365491)
1978915,Tripoli,July 01 2006,1257,POINT (-92.2578939 42.8083304)
1941790,Knierim,July 01 2015,60,POINT (-94.4559372 42.4561397)
1972075,Sharpsburg,July 01 2005,94,POINT (-94.640482 40.802969)
1925365,Ely,July 01 2019,2343,POINT (-91.5850379 41.8753461)
1923250,Eagle Grove,July 01 2001,3631,POINT (-93.9026088 42.6667195)
1979815,University Park,April 01 2000,536,POINT (-92.6149705 41.2855651)
1958710,Okoboji,July 01 2005,978,POINT (-95.1392893 43.3912199)
1910450,Cantril,July 01 2015,216,POINT (-92.0684662 40.6428412)
1953265,Monmouth,July 01 1991,168,POINT (-90.8821601 42.0751031)
1922395,Dubuque,July 01 2015,58566,POINT (-90.7066112 42.5006649)
1907660,Bouton,July 01 1998,162,POINT (-94.0105732 41.8511411)
1960465,Ottumwa,July 01 1994,24721,POINT (-92.4186136 41.0195769)
1940980,Keota,July 01 2011,1000,POINT (-91.953364 41.3654267)
1941385,Kingsley,July 01 2015,1403,POINT (-95.9679007 42.5864657)
1906805,Blairstown,April 01 2000,682,POINT (-92.0823291 41.9062103)
1984585,West Point,April 01 2000,980,POINT (-91.4522808 40.7149629)
1901495,Alta,July 01 2003,1834,POINT (-95.3045104 42.6716795)
1900190,Ackley,July 01 1999,1669,POINT (-93.0527656 42.5518776)
1965370,Radcliffe,July 01 2006,569,POINT (-93.4343108 42.3177101)
1955515,Nemaha,July 01 2016,81,POINT (-95.0888605 42.5149523)
1913845,Clayton,July 01 2019,39,POINT (-91.1505737 42.9033147)
1922395,Dubuque,July 01 2001,57222,POINT (-90.7066112 42.5006649)
1937155,Hopkinton,July 01 1992,690,POINT (-91.248661 42.3431218)
1927975,Floris,July 01 2019,143,POINT (-92.3322763 40.8639326)
1920035,Denver,July 01 2013,1791,POINT (-92.3346405 42.6688889)
1958060,Oakland,July 01 2011,1524,
1902935,Armstrong,July 01 2005,898,POINT (-94.4832066 43.3944094)
1964470,Prairie City,April 01 2010,1680,POINT (-93.2391586 41.5952729)
1974460,Spragueville,April 01 2010,81,POINT (-90.4320591 42.0717247)
1963570,Pleasanton,July 01 1994,59,POINT (-93.7430081 40.5824833)
1948990,Manson,April 01 2000,1893,POINT (-94.5401543 42.5283851)
